resposta_id,tweet_pai,candidato,data
1573813069981122562,1572373386185306112,Ciro Gomes,
1572424168825655297,1572373386185306112,Ciro Gomes,
1561763205407559682,1561752255203786753,Bolsonaro,
1572625951057387521,1572373386185306112,Ciro Gomes,
1561799102232498177,1561752255203786753,Bolsonaro,
1561759532363161605,1561752255203786753,Bolsonaro,
1572565146635239434,1572373386185306112,Ciro Gomes,
1572589032319913986,1572373386185306112,Ciro Gomes,
1561848628561559557,1561752255203786753,Bolsonaro,
1572661765510672388,1572373386185306112,Ciro Gomes,
1561794360819294212,1561752255203786753,Bolsonaro,
1572582124867457024,1572373386185306112,Ciro Gomes,
1572395098180034565,1572373386185306112,Ciro Gomes,
1561912255654285312,1561752255203786753,Bolsonaro,
1572534559862050817,1572373386185306112,Ciro Gomes,
1573333797210554368,1573100849945276416,Lula,
1572582931285311488,1572373386185306112,Ciro Gomes,
1573155357203255296,1573100849945276416,Lula,
1572622799201603586,1572373386185306112,Ciro Gomes,
1573146715007623168,1573100849945276416,Lula,
1573643935343321088,1573100849945276416,Lula,
1572595677422821377,1572373386185306112,Ciro Gomes,
1573413636294557707,1573100849945276416,Lula,
1572652055847641088,1572373386185306112,Ciro Gomes,
1573232312355094528,1573100849945276416,Lula,
1572594244862476288,1572373386185306112,Ciro Gomes,
1573114224481533953,1573100849945276416,Lula,
1572377131866259458,1572373386185306112,Ciro Gomes,
1573178049864126464,1573100849945276416,Lula,
1573170589900181507,1573100849945276416,Lula,
1576230844897071104,1576192454373834758,Lula,
1573164547212734465,1573100849945276416,Lula,
1576251896373055489,1576192454373834758,Lula,
1576238041714130948,1576192454373834758,Lula,
1573102106176901124,1573100849945276416,Lula,
1576203489981923328,1576192454373834758,Lula,
1573240234757787648,1573100849945276416,Lula,
1573102120848576513,1573100849945276416,Lula,
1576352940012408832,1576192454373834758,Lula,
1576615171396579328,1576192454373834758,Lula,
1573251493188325376,1573100849945276416,Lula,
1576221259519512577,1576192454373834758,Lula,
1573132232109195265,1573100849945276416,Lula,
1576378073947471872,1576192454373834758,Lula,
1573104115240124416,1573100849945276416,Lula,
1573255704416325634,1573100849945276416,Lula,
1576231646516297730,1576192454373834758,Lula,
1573118178498347008,1573100849945276416,Lula,
1576367154966196224,1576192454373834758,Lula,
1573113538935398402,1573100849945276416,Lula,
1576312549590855680,1576192454373834758,Lula,
1573347984246509569,1573100849945276416,Lula,
1576248465197125633,1576192454373834758,Lula,
1576420357816188930,1576192454373834758,Lula,
1576286100628590592,1576192454373834758,Lula,
1576265734413590534,1576192454373834758,Lula,
1576218434182213632,1576192454373834758,Lula,
1576263777950912512,1576192454373834758,Lula,
1576200755547340801,1576192454373834758,Lula,
1576271549874610176,1576192454373834758,Lula,
